icao;airport
KSEP;Stephenville Clark Regional Airport
KSER;Freeman Municipal Airport
KSEZ;Sedona Airport
KSFB;Orlando Sanford International Airport
KSFF;Felts Field
KSFM;Sanford Seacoast Regional Airport
KSFO;San Francisco International Airport
KSFZ;North Central State Airport
KSGF;Springfield-Branson National Airport
KSGH;Springfield-Beckley Municipal Airport
KSGJ;Northeast Florida Regional Airport
KSGR;Sugar Land Regional Airport
KSGT;Stuttgart Municipal Airport
KSGU;St. George Regional Airport
KSHD;Shenandoah Valley Regional Airport
KSHN;Sanderson Field
KSHR;Sheridan County Airport
KSHV;Shreveport Regional Airport
KSIK;Sikeston Memorial Municipal Airport
KSIV;Sullivan County Airport
KSIY;Siskiyou County Airport
KSJC;San Jose International Airport
KSJN;St. Johns Industrial Air Park
KSJT;San Angelo Regional Airport (Mathis Field)
KSKA;Fairchild Air Force Base
KSKF;Kelly Field Annex / Lackland Air Force Base
KSKX;Taos Regional Airport
KSKY;Griffing Sandusky Airport
KSLB;Storm Lake Municipal Airport
KSLC;Salt Lake City International Airport
KSLE;McNary Field
KSLG;Smith Field
KSLK;Adirondack Regional Airport
KSLN;Salina Regional Airport
KSLO;Salem-Leckrone Airport
KSLR;Sulphur Springs Municipal Airport
KSMD;Smith Field
KSME;Lake Cumberland Regional Airport
KSMF;Sacramento International Airport
KSMN;Lemhi County Airport
KSMO;Santa Monica Municipal Airport
KSMS;Sumter Airport
KSMX;Santa Maria Public Airport (Capt. G. Allan Hancock Field)
KSNA;John Wayne Airport (Orange County Airport)
KSNK;Winston Field Airport
KSNL;Shawnee Regional Airport
KSNS;Salinas Municipal Airport
KSNY;Sidney Municipal Airport (Lloyd W. Carr Field)
KSOP;Moore County Airport
KSOW;Show Low Regional Airport
KSPA;Spartanburg Downtown Memorial Airport
KSPF;Black Hills Airport (Clyde Ice Field)
KSPG;Albert Whitted Airport
KSPI;Abraham Lincoln Capital Airport
KSPS;Sheppard Air Force Base / Wichita Falls Municipal Airport
KSPW;Spencer Municipal Airport
KSQI;Whiteside County Airport (Jos. H. Bittorf Field)
KSQL;San Carlos Airport
KSRC;Searcy Municipal Airport
KSRQ;Sarasota-Bradenton International Airport
KSRR;Sierra Blanca Regional Airport
KSSC;Shaw Air Force Base
KSSF;Stinson Municipal Airport
KSSI;Malcolm McKinnon Airport
KSTC;St. Cloud Regional Airport
KSTE;Stevens Point Municipal Airport
KSTJ;Rosecrans Memorial Airport
KSTK;Sterling Municipal Airport
KSTL;Lambert-St. Louis International Airport
KSTP;St. Paul Downtown Airport (Holman Field)
KSTS;Charles M. Schulz-Sonoma County A
KSUA;Witham Field
KSUD;Stroud Municipal Airport
KSUE;Door County Cherryland Airport
KSUN;Friedman Memorial Airport
KSUS;Spirit of St. Louis Airport
KSUU;Travis Air Force Base
KSUW;Richard I. Bong Airport
KSUX;Sioux Gateway Airport (Colonel Bud Day Field)
KSVC;Grant County Airport
KSVE;Susanville Municipal Airport
KSVH;Statesville Regional Airport
KSVN;Hunter Army Airfield
KSWF;New York Stewart International Airport
KSWO;Stillwater Regional Airport
KSWW;Avenger Field
KSYI;Shelbyville Municipal Airport (Bomar Field)
KSYN;Stanton Airfield
KSYR;Syracuse Hancock International Airport
KSYV;Sylvester Airport
KSZL;Whiteman Air Force Base
KSZN;Santa Cruz Island Airport
KSZP;Santa Paula Airport
KTAD;Perry Stokes Airport
KTBN;Waynesville-St. Robert Regional Airport (Forney Field)
KTBR;Statesboro-Bulloch County Airport
KTCC;Tucumcari Municipal Airport
KTCL;Tuscaloosa Regional Airport
KTCM;McChord Field
KTCS;Truth or Consequences Municipal Airport
KTDO;South Lewis County Airport (Ed Carlson Memorial Field)
KTDW;Tradewind Airport
KTDZ;Toledo Executive Airport
KTEB;Teterboro Airport
KTEX;Telluride Regional Airport
KTHA;Tullahoma Regional Airport (William Northern Field)
KTHM;Thompson Falls Airport
KTHP;Hot Springs County-Thermopolis Municipal Airport
KTHV;York Airport
KTIK;Tinker Air Force Base
KTIW;Tacoma Narrows Airport
KTIX;Space Coast Regional Airport
KTKX;Kennett Memorial Airport
KTLH;Tallahassee International Airport
KTLR;Mefford Field Airport
KTMA;Henry Tift Myers Airport
KTMB;Miami Executive Airport
KTMK;Tillamook Airport
KTNP;Twentynine Palms Airport
KTNT;Dade-Collier Training and Transition Airport
KTNU;Newton Municipal Airport
KTNX;Tonopah Test Range Airport
KTOA;Zamperini Field
KTOC;Toccoa Airport (R.G. LeTourneau Field)
KTOI;Troy Municipal Airport
KTOL;Toledo Express Airport
KTOP;Philip Billard Municipal Airport
KTOR;Torrington Municipal Airport
KTPA;Tampa International Airport
KTPF;Peter O. Knight Airport
KTPH;Tonopah Airport
KTPL;Draughon-Miller Central Texas Regional Airport
KTRI;Tri-Cities Regional Airport
KTRK;Truckee Tahoe Airport
KTRL;Terrell Municipal Airport
KTRM;Jacqueline Cochran Regional Airport
KTRX;Trenton Municipal Airport
KTSP;Tehachapi Municipal Airport
KTTD;Portland-Troutdale Airport
KTTN;Trenton-Mercer Airport
KTUL;Tulsa International Airport
KTUP;Tupelo Regional Airport
KTUS;Tucson International Airport
KTVC;Cherry Capital Airport
KTVF;Thief River Falls Regional Airport
KTVI;Thomasville Regional Airport
KTVL;Lake Tahoe Airport
KTWF;Magic Valley Regional Airport (Joslin Field)
KTXK;Texarkana Regional Airport (Webb Field)
KTYL;Taylor Airport
KTYR;Tyler Pounds Regional Airport
KTYS;McGhee Tyson Airport
KUBS;Columbus-Lowndes County Airport
KUCC;Yucca Airstrip
KUCY;Everett-Stewart Regional Airport
KUDD;Bermuda Dunes Airport
KUES;Waukesha County Airport (Crites Field)
KUGN;Waukegan National Airport
KUIL;Quillayute Airport
KUIN;Quincy Regional Airport (Baldwin Field)
KUKF;Wilkes County Airport
KUKI;Ukiah Municipal Airport
KUKT;Quakertown Airport
KULM;New Ulm Municipal Airport
KUNI;Ohio University Airport (Snyder Field)
KUNU;Dodge County Airport
KUNV;University Park Airport
KUOS;Franklin County Airport
KUOX;University-Oxford Airport
KUTA;Tunica Municipal Airport
KUTS;Huntsville Municipal Airport (Bruce Brothers Regional)
KUUU;Newport State Airport
KUVA;Garner Field
KUZA;Rock Hill/York County Airport
KVAD;Moody Air Force Base
KVAY;South Jersey Regional Airport
KVBG;Vandenberg Air Force Base
KVBT;Bentonville Municipal Airport
KVCT;Victoria Regional Airport
KVCV;Southern California Logistics Airport
KVDI;Vidalia Regional Airport
KVEL;Vernal Regional Airport
KVGT;North Las Vegas Airport
KVHN;Culberson County Airport
KVIH;Rolla National Airport
KVIS;Visalia Municipal Airport
KVJI;Virginia Highlands Airport
KVKS;Vicksburg Municipal Airport
KVLA;Vandalia Municipal Airport
KVLD;Valdosta Regional Airport
KVNC;Venice Municipal Airport
KVNY;Van Nuys Airport
KVOK;Volk Field Air National Guard Base
KVPS;Destin-Fort Walton Beach Airport / Eglin Air Force Base
KVPZ;Porter County Regional Airport
KVQQ;Cecil Airport
KVRB;Vero Beach Regional Airport
KVSF;Hartness State Airport
KVTN;Miller Field
KVYS;Illinois Valley Regional Airport (Walter A. Duncan Field)
KWAL;Wallops Flight Facility
KWAY;Greene County Airport
KWBW;Wilkes-Barre Wyoming Valley Airport
KWDG;Enid Woodring Regional Airport
KWDR;Barrow County Airport
KWEA;Parker County Airport
KWHP;Whiteman Airport
KWJF;General William J. Fox Airfield
KWLD;Strother Field
KWLW;Willows-Glenn County Airport
KWMC;Winnemucca Municipal Airport
KWRB;Robins Air Force Base
KWRI;McGuire Air Force Base
KWRL;Worland Municipal Airport
KWSD;Condron Army Airfield
KWST;Westerly State Airport
KWVI;Watsonville Municipal Airport
KWVL;Waterville Robert LaFleur Airport
KWWD;Cape May Airport
KWWR;West Woodward Airport
KWYS;Yellowstone Airport
KXNA;Northwest Arkansas Regional Airport
KXWA;Williston Basin International Airport
KYKM;Yakima Air Terminal (McAllister Field)
KYKN;Chan Gurney Municipal Airport
KYNG;Youngstown-Warren Regional Airport
KZPH;Zephyrhills Municipal Airport
KZZV;Zanesville Municipal Airport
NSFQ;Fitiuta Airport
PAAK;Atka Airport
PAAL;Port Moller Airport
PAAP;Port Alexander Seaplane Base
PAAQ;Palmer Municipal Airport
PAAT;Casco Cove Coast Guard Station
PABA;Barter Island LRRS Airport
PABE;Bethel Airport
PABG;Beluga Airport
PABI;Allen Army Airfield
PABK;Metro Field
PABL;Buckland Airport
PABM;Big Mountain Air Force Station
PABR;Wiley Post-Will Rogers Memorial Airport
PABT;Bettles Airport
PACD;Cold Bay Airport
PACE;Central Airport
PACI;Chalkyitsik Airport
PACK;Chefornak Airport
PACM;Scammon Bay Airport
PACR;Circle City Airport
PACS;Cape Sarichef Airport
PACV;Merle K. (Mudhole) Smith Airport
PACX;Coldfoot Airport
PACY;Yakataga Airport
PACZ;Cape Romanzof LRRS Airport
PADE;Deering Airport
PADG;Red Dog Airport
PADK;Adak Airport
PADL;Dillingham Airport
PADM;Marshall Don Hunter Sr. Airport
PADQ;Kodiak Airport
PADU;Unalaska Airport
PADY;Kongiganak Airport
PAED;Elmendorf Air Force Base
PAEE;Eek Airport
PAEG;Eagle Airport
PAEH;Cape Newenham LRRS Airport
PAEI;Eielson Air Force Base
PAEL;Elfin Cove Seaplane Base
PAEM;Emmonak Airport
PAEN;Kenai Municipal Airport
PAEW;Newtok Airport
PAFA;Fairbanks International Airport
PAFB;Ladd Army Airfield
PAFE;Kake Airport
PAFM;Ambler Airport
PAFR;Bryant Army Airport
PAFS;Nikolai Airport
PAFW;Farewell Airport
PAGA;Edward G. Pitka Sr. Airport
PAGB;Galbraith Lake Airport
PAGG;Kwigillingok Airport
PAGH;Shungnak Airport
PAGK;Gulkana Airport
PAGL;Golovin Airport
PAGM;Gambell Airport
PAGN;Angoon Seaplane Base
PAGQ;Big Lake Airport
PAGS;Gustavus Airport
PAGT;Nightmute Airport
PAGY;Skagway Airport
PAGZ;Granite Mountain Air Station
PAHC;Holy Cross Airport
PAHL;Huslia Airport
PAHN;Haines Airport
PAHO;Homer Airport
PAHP;Hooper Bay Airport
PAHU;Hughes Airport
PAHX;Shageluk Airport
PAHY;Hydaburg Seaplane Base
PAIG;Igiugig Airport
PAII;Egegik Airport
PAIK;Bob Baker Memorial Airport
PAIL;Iliamna Airport
PAIM;Indian Mountain LRRS Airport
PAIN;McKinley National Park Airport
PAIW;Wales Airport
PAJN;Juneau International Airport
PAJZ;Koliganek Airport
PAKD;Kodiak Municipal Airport
PAKF;False Pass Airport
PAKH;Akhiok Airport
PAKI;Kipnuk Airport
PAKK;Koyuk Alfred Adams Airport
PAKL;Kulik Lake Airport
PAKN;King Salmon Airport
PAKO;Nikolski Air Station
PAKP;Anaktuvuk Pass Airport
PAKT;Ketchikan International Airport
PAKU;Ugnu-Kuparuk Airport
PAKV;Kaltag Airport
PAKW;Klawock Airport
PAKY;Karluk Airport
PALB;Larsen Bay Airport
PALG;Kalskag Airport
PALJ;Port Alsworth Airport
PALN;Point Lonely Short Range Radar Site
PALR;Chandalar Lake Airport
PALU;Cape Lisburne LRRS Airport
PAMB;Manokotak Airport
PAMC;McGrath Airport
PAMD;Middleton Island Airport
PAMH;Lake Minchumina Airport
PAMK;St. Michael Airport
PAML;Manley Hot Springs Airport
PAMM;Metlakatla Seaplane Base
PAMO;Mountain Village Airport
PAMR;Merrill Field
PAMX;McCarthy Airport
PAMY;Mekoryuk Airport
PANA;Napakiak Airport
PANC;Ted Stevens Anchorage International Airport
PANI;Aniak Airport
PANN;Nenana Municipal Airport
PANO;Nondalton Airport
PANR;Funter Bay Seaplane Base
PANT;Annette Island Airport
PANU;Nulato Airport
PANV;Anvik Airport
PANW;New Stuyahok Airport
PAOB;Kobuk Airport
PAOC;Portage Creek Airport
PAOH;Hoonah Airport
PAOM;Nome Airport
PAOO;Toksook Bay Airport
PAOR;Northway Airport
PAOT;Ralph Wien Memorial Airport
PAOU;Nelson Lagoon Airport
PAPB;St. George Airport
PAPC;Port Clarence Coast Guard Station
PAPE;Perryville Airport
PAPG;Petersburg James A. Johnson Airport
PAPH;Port Heiden Airport
PAPK;Napaskiak Airport
PAPM;Platinum Airport
PAPN;Pilot Point Airport
PAPO;Point Hope Airport
PAPR;Prospect Creek Airport
PAQH;Quinhagak Airport
PAQT;Nuiqsut Airport
PARC;Arctic Village Airport
PARS;Russian Mission Airport
PARY;Ruby Airport
PASA;Savoonga Airport
PASC;Deadhorse Airport
PASD;Sand Point Airport
PASH;Shishmaref Airport
PASI;Sitka Rocky Gutierrez Airport
PASK;Selawik Airport
PASL;Sleetmute Airport
PASM;St. Mary's Airport
PASN;St. Paul Island Airport
PASO;Seldovia Airport
PASP;Sheep Mountain Airport
PAST;Summit Airport
PASV;Sparrevohn LRRS Airport
PASW;Skwentna Airport
PASX;Soldotna Airport
PASY;Eareckson Air Station
PATA;Ralph M. Calhoun Memorial Airport
PATC;Tin City LRRS Airport
PATE;Teller Airport
PATG;Togiak Airport
PATK;Talkeetna Airport
PATL;Tatalina LRRS Airport
PATQ;Atqasuk Edward Burnell Sr. Memorial Airport
PAUM;Umiat Airport
PAUN;Unalakleet Airport
PAUO;Willow Airport
PAVA;Chevak Airport
PAVC;King Cove Airport
PAVD;Valdez Airport (Pioneer Field)
PAVE;Venetie Airport
PAVL;Kivalina Airport
PAWB;Beaver Airport
PAWD;Seward Airport
PAWG;Wrangell Airport
PAWI;Wainwright Airport
PAWM;White Mountain Airport
PAWN;Noatak Airport
PAWS;Wasilla Airport
PAYA;Yakutat Airport
PFAK;Akiak Airport
PFAL;Allakaket Airport
PFCB;Chenega Bay Airport
PFCL;Clarks Point Airport
PFEL;Elim Airport
PFKA;Kasigluk Airport
PFKK;Kokhanok Airport
PFKO;Kotlik Airport
PFKT;Brevig Mission Airport
PFKU;Koyukuk Airport
PFKW;Kwethluk Airport
PFNO;Robert (Bob) Curtis Memorial Airport
PFSH;Shaktoolik Airport
PFTO;Tok Junction Airport
PFWS;South Naknek Airport
PFYU;Fort Yukon Airport
PHBK;Barking Sands PMRF
PHDH;Dillingham Airfield
PHHI;Wheeler Army Airfield
PHHN;Hana Airport
PHJH;Kapalua Airport
PHJR;Kalaeloa Airport (John Rodgers Field)
PHKO;Kona International Airport at Keahole
PHLI;Lihue Airport
PHLU;Kalaupapa Airport
PHMK;Molokai Airport
PHMU;Waimea-Kohala Airport
PHNG;MCAS Kaneohe Bay
PHNL;Daniel K. Inouye International Airport
PHNY;Lanai Airport
PHOG;Kahului Airport
PHPA;Port Allen Airport
PHSF;Bradshaw Army Airfield
PHTO;Hilo International Airport
PHUP;Upolu Airport
PMDY;Henderson Field
PPIZ;Point Lay LRRS Airport
TJAB;Antonio (Nery) Juarbe Pol Airport
TJBQ;Rafael Hernandez Airport
TJCP;Benjamin Rivera Noriega Airport
TJFA;Diego Jimenez Torres Airport
TJMZ;Eugenio Maria de Hostos Airport
TJRV;Jose Aponte de la Torre Airport
TJVQ;Antonio Rivera Rodriguez Airport
VOGB;Kalaburagi Airport
SUAG;Artigas International Airport
SUBU;Placeres Airport
SUCA;Colonia Airport (Laguna de los Patos Intn'l Airport)
SUDU;Santa Bernardina International Airport
SULS;Capitan de Corbeta Carlos A. Curbelo International Airport
SUMO;Cerro Largo International Airport
SUMU;Carrasco Gral. Cesareo L. Berisso International Airport
SUPU;Tydeo Larre Borges International Airport
SURV;Pres. Gral. Oscar D. Gestido International Airport
SUSO;Nueva Hesperides International Airport
SUTB;Tacuarembo Airport
SUTR;Treinta y Tres Airport
SUVO;Vichadero Airport
UTFN;Namangan Airport
UTKA;Andizhan Airport
UTKF;Fergana International Airport
UTNM;Muynaq Airport
UTNN;Nukus Airport
UTNU;Urgench International Airport
UTSA;Navoi International Airport
UTSB;Bukhara International Airport
UTSK;Karshi Airport
UTSN;Zarafshan Airport
UTSS;Samarkand International Airport
UTST;Termez Airport
UTTT;Tashkent International Airport
TVSA;Argyle International Airport
TVSB;J. F. Mitchell Airport
TVSC;Canouan Airport
TVSM;Mustique Airport
TVSU;Union Island Airport
SVAC;Oswaldo Guevara Mujica Airport
SVAN;Anaco Airport
SVBC;General Jose Antonio Anzoategui International Airport
SVBI;Barinas Airport
SVBM;Jacinto Lara International Airport
SVBS;Mariscal Sucre Airport
SVCB;Tomas de Heres Airport
SVCD;Caicara del Orinoco Airport
SVCG;Casigua El Cubo Airport
SVCL;Calabozo Airport
SVCN;Canaima Airport
SVCO;Carora Airport
SVCP;General Jose Francisco Bermudez Airport
SVCR;Jose Leonardo Chirino Airport
SVCU;Antonio Jose de Sucre Airport
SVED;El Dorado Airport
SVEZ;Elorza Airport
SVGD;Guasdualito Airport (Vare Maria Airport)
SVGI;Guiria Airport
SVGU;Guanare Airport
SVIC;Icabaru Airport
SVIE;Andres Miguel Salazar Marcano Airport
SVJC;Josefa Camejo International Airport
SVKA;Kavanayen Airport
SVKM;Kamarata Airport
SVLF;La Fria Airport
SVMC;La Chinita International Airport
SVMD;Alberto Carnevalli Airport
SVMG;Santiago Marino Caribbean International Airport
SVMI;Simon Bolivar International Airport
SVMT;Jose Tadeo Monagas International Airport
SVON;Oro Negro Airport
SVPA;Cacique Aramare Airport
SVPC;Bartolome Salom Airport
SVPE;Pedernales Airport
SVPM;Paramillo Airport
SVPR;Manuel Carlos Piar Guayana Airport
SVPT;Palmarito Airport
SVRS;Los Roques Airport
SVSA;Juan Vicente Gomez International Airport
SVSB;Santa Barbara de Barinas Airport
SVSE;Santa Elena de Uairen Airport
SVSO;Mayor Buenaventura Vivas Airport
SVSP;Sub Teniente Nestor Arias Airport
SVSR;Las Flecheras Airport
SVST;San Tome Airport
SVSZ;Miguel Urdaneta Fernandez Airport
SVTC;San Rafael Airport
SVTM;Tumeremo Airport
SVUM;Uriman Airport
SVVA;Arturo Michelena International Airport
SVVG;Juan Pablo Perez Alfonzo Airport
SVVL;Dr. Antonio Nicolas Briceno Airport
SVVP;Valle de la Pascua Airport
TUPA;Auguste George Airport
TUPJ;Terrance B. Lettsome International Airport
TUPW;Virgin Gorda Airport
TIST;Cyril E. King Airport
TISX;Henry E. Rohlsen Airport
VVBM;Buon Ma Thuot Airport
VVCA;Chu Lai International Airport
VVCI;Cat Bi International Airport
VVCM;Ca Mau Airport
VVCR;Cam Ranh International Airport
VVCS;Con Dao Airport
VVCT;Can Tho International Airport
VVDB;Dien Bien Phu Airport
VVDH;Dong Hoi Airport
VVDL;Lien Khuong Airport
VVDN;Da Nang International Airport
VVNB;Noi Bai International Airport
VVNS;Na San Airport
VVNT;Nha Trang Air Base
VVPB;Phu Bai International Airport
VVPC;Phu Cat Airport
VVPK;Pleiku Airport
VVPQ;Phu Quoc International Airport
VVPR;Phan Rang Air Base
VVRG;Rach Gia Airport
VVTH;Dong Tac Airport
VVTS;Tan Son Nhat International Airport
VVTX;Tho Xuan Airport
VVVD;Van Don International Airport
VVVH;Vinh International Airport
VVVT;Vung Tau Airport
NVSA;Mota Lava Airport
NVSC;Vanua Lava Airport
NVSD;Torres Airport
NVSE;Siwo Airport
